AGS,GEN,question_01,question_02
07132027,Ersfeld,61,24
07132029,Eulenberg,90,36
07132031,Fiersbach,61,14
07132032,Flammersfeld,59,19
07132033,Fluterschen,50,75
07132035,Forstmehren,25,91
07132040,Gieleroth,39,99
07132041,Giershausen,60,69
07132043,Güllesheim,33,21
07132046,Hasselbach,98,32
07132047,Helmenzen,22,84
07132048,Helmeroth,66,19
07132049,Hemmelzen,21,40
07132051,Heupelzen,27,63
07132052,Hilgenroth,42,49
07132053,Hirz-Maulsbach,22,85
07132055,Horhausen (Westerwald),25,25
07132056,Idelberg,36,74
07132057,Ingelbach,96,61
07132058,Isert,34,72
07132060,Kescheid,78,70
07132061,Kettenhausen,47,20
07132062,Kircheib,94,30
07132064,Kraam,18,28
07132065,Krunkel,72,30
07132067,Mammelzen,39,47
07132069,Mehren,24,37
07132070,Michelbach (Westerwald),79,17
07132078,Niedersteinebach,41,58
07132081,Obererbach (Westerwald),52,43
07132082,Oberirsen,75,34
07132083,Oberlahr,84,65
07132085,Obersteinebach,79,65
07132086,Oberwambach,54,52
07132087,Ölsen,83,30
07132088,Orfgen,63,42
07132089,Peterslahr,66,71
07132090,Pleckhausen,58,28
07132092,Racksen,63,71
07132093,Reiferscheid,63,68
07132094,Rettersen,43,68
07132097,Rott,36,43
07132099,Schöneberg,31,53
07132100,Schürdt,92,23
07132103,Seelbach (Westerwald),93,25
07132104,Seifen,31,11
07132106,Sörth,68,55
07132109,Stürzelbach,86,59
07132110,Volkerzen,30,76
07132112,Walterschen,68,36
07132114,Werkhausen,25,36
07132115,Weyerbusch,66,72
07132116,Willroth,28,27
07132118,Wölmersen,62,10
07132119,Ziegenhain,90,64
07132201,Berod bei Hachenburg,12,45
07132501,Altenkirchen (Westerwald),10,16
07132502,Neitersen,50,25
07133006,Bad Kreuznach,90,59
07133003,Altenbamberg,59,32
07133012,Biebelsheim,94,88
07133030,Feilbingert,44,71
07133031,Frei-Laubersheim,73,92
07133032,Fürfeld,24,63
07133037,Hackenheim,79,74
07133039,Hallgarten,39,94
07133045,Hochstätten,67,44
07133069,Neu-Bamberg,81,34
07133078,Pfaffen-Schwabenheim,17,22
07133080,Pleitersheim,62,66
07133104,Tiefenthal,72,64
07133106,Volxheim,66,27
07133002,Allenfeld,37,29
07133004,Argenschwang,66,96
07133013,Bockenau,29,26
07133014,Boos,77,61
07133015,Braunweiler,10,25
07133019,Burgsponheim,22,97
07133021,Dalberg,20,51
07133027,Duchroth,91,61
07133033,Gebroth,99,35
07133036,Gutenberg,83,29
07133040,Hargesheim,53,58
07133044,Hergenfeld,64,12
07133048,Hüffelsheim,32,57
07133061,Mandel,42,91
07133068,Münchwald,48,74
07133070,Niederhausen,74,73
07133071,Norheim,80,38
07133074,Oberhausen an der Nahe,87,61
07133075,Oberstreit,26,66
07133086,Roxheim,10,34
07133088,Sankt Katharinen,45,84
07133089,Schloßböckelheim,21,25
07133098,Sommerloch,28,24
07133099,Spabrücken,96,65
07133100,Spall,46,75
07133101,Sponheim,69,69
07133105,Traisen,66,23
07133107,Waldböckelheim,94,88
07133109,Wallhausen,30,12
07133112,Weinsheim,21,30
07133115,Winterbach,63,80
07133117,Rüdesheim,99,25
07133008,Bärenbach,29,11
07133010,Becherbach bei Kirn,61,89
07133016,Brauweiler,35,74
07133038,Hahnenbach,20,100
07133041,Heimweiler,23,67
07133042,Heinzenberg,41,43
07133043,Hennweiler,34,89
07133046,Hochstetten-Dhaun,94,46
07133047,Horbach,73,66
07133052,Kirn,36,89
07133059,Limbach,80,66
07133063,Meckenbach,84,21
07133073,Oberhausen bei Kirn,21,73
07133077,Otzweiler,65,39
07133096,Simmertal,40,12
07133113,Weitersborn,64,32
07133201,Bruschied,63,62
07133202,Kellenbach,66,33
07133203,Königsau,39,65
07133204,Schneppenbach,30,59
07133205,Schwarzerden,19,96
07133001,Abtweiler,14,63
07133005,Auen,69,37
07133009,Bärweiler,49,81
07133011,Becherbach,88,67
07133017,Breitenheim,46,54
07133020,Callbach,87,79
07133022,Daubach,63,34
07133024,Desloch,29,62
07133049,Hundsbach,60,45
07133050,Ippenschied,96,28
07133051,Jeckenbach,34,99
07133053,Kirschroth,37,31
07133055,Langenthal,33,54
07133057,Lauschied,64,12
07133058,Lettweiler,42,10
07133060,Löllbach,74,32
07133062,Martinstein,16,35
07133064,Meddersheim,99,59
07133065,Meisenheim,43,26
07133066,Merxheim,33,15
07133067,Monzingen,21,85
07133072,Nußbaum,57,24
07133076,Odernheim am Glan,19,20
07133081,Raumbach,18,91
07133082,Rehbach,41,37
07133083,Rehborn,37,10
07133084,Reiffelbach,50,71
07133090,Schmittweiler,87,28
07133092,Schweinschied,21,28
07133094,Seesbach,67,66
07133102,Staudernheim,67,86
07133111,Weiler bei Monzingen,81,29
07133116,Winterburg,70,93
07133501,Bad Sobernheim,65,58
07133018,Bretzenheim,11,43
07133023,Daxweiler,48,25
07133025,Dörrebach,92,97
07133026,Dorsheim,39,32
07133028,Eckenroth,86,69
07133035,Guldental,45,33
07133054,Langenlonsheim,73,25
07133056,Laubenheim,83,17
07133085,Roth,95,84
07133087,Rümmelsheim,74,84
07133091,Schöneberg,50,75
07133093,Schweppenhausen,70,98
07133095,Seibersbach,51,88
07133103,Stromberg,92,34
07133108,Waldlaubersheim,53,87
07133110,Warmsroth,88,26
07133114,Windesheim,100,41
07134045,Idar-Oberstein,63,69
07134005,Baumholder,52,18
07134007,Berglangenbach,26,96
07134008,Berschweiler bei Baumholder,24,52
07134021,Eckersweiler,55,14
07134026,Fohren-Linden,68,34
07134027,Frauenberg,76,100
07134033,Hahnweiler,10,86
07134036,Heimbach,94,45
07134051,Leitzweiler,18,28
07134054,Mettweiler,95,45
07134068,Reichenbach,21,94
07134073,Rohrbach,56,16
07134074,Rückweiler,79,53
07134075,Ruschberg,73,18
07134001,Abentheuer,35,12
07134002,Achtelsbach,55,45
07134010,Birkenfeld,90,71
07134011,Börfink,44,46
07134015,Brücken,62,16
07134016,Buhlenberg,92,11
07134018,Dambach,39,30
07134020,Dienstweiler,79,11
07134022,Elchweiler,54,62
07134023,Ellenberg,50,32
07134024,Ellweiler,62,95
07134029,Gimbweiler,82,37
07134031,Gollenberg,11,15
07134034,Hattgenstein,96,83
07134042,Hoppstädten-Weiersbach,25,82
07134048,Kronweiler,14,25
07134050,Leisel,82,75
07134053,Meckenbach,39,24
07134057,Niederbrombach,18,89
07134058,Niederhambach,73,30
07134061,Nohen,42,88
07134062,Oberbrombach,22,70
07134063,Oberhambach,39,97
07134070,Rimsberg,94,94
07134071,Rinzenberg,84,32
07134072,Rötsweiler-Nockenthal,80,21
07134078,Schmißberg,30,49
07134080,Schwollen,60,42
07134084,Siesbach,87,27
07134085,Sonnenberg-Winnenberg,79,31
07134094,Wilzenberg-Hußweiler,100,49
07134003,Allenbach,46,97
07134004,Asbach,73,54
07134006,Bergen,38,79
07134009,Berschweiler bei Kirn,94,77
07134012,Bollenbach,68,64
07134013,Breitenthal,75,50
07134014,Bruchweiler,49,86
07134017,Bundenbach,23,56
07134019,Dickesbach,23,48
07134025,Fischbach,20,91
07134028,Gerach,82,69
07134030,Gösenroth,55,66
07134032,Griebelschied,94,41
07134035,Hausen,49,63
07134037,Hellertshausen,90,83
07134038,Herborn,67,10
07134039,Herrstein,44,25
07134040,Hettenrodt,32,58
07134041,Hintertiefenbach,81,22
07134043,Horbruch,27,18
07134044,Hottenbach,91,80
07134046,Kempfeld,82,19
07134047,Kirschweiler,84,76
07134049,Krummenau,89,33
07134052,Mackenrodt,69,23
07134055,Mittelreidenbach,89,85
07134056,Mörschied,100,56
07134059,Niederhosenbach,57,11
07134060,Niederwörresbach,81,98
07134064,Oberhosenbach,82,27
07134065,Oberkirn,12,50
07134066,Oberreidenbach,93,88
07134067,Oberwörresbach,15,98
07134069,Rhaunen,70,53
07134076,Schauren,28,65
07134077,Schmidthachenbach,65,49
07134079,Schwerbach,25,43
07134081,Sensweiler,36,52
07134082,Sien,89,61
07134083,Sienhachenbach,55,67
07134086,Sonnschied,82,26
07134087,Stipshausen,69,44
07134088,Sulzbach,84,62
07134089,Veitsrodt,17,71
07134090,Vollmersbach,79,63
07134091,Weiden,14,36
07134092,Weitersbach,31,31
07134093,Wickenrodt,83,16
07134095,Wirschweiler,22,73
07134502,Langweiler,24,15
07135007,Beilstein,31,16
07135012,Bremm,64,55
07135015,Briedern,21,52
07135017,Bruttig-Fankel,19,12
07135020,Cochem,10,66
07135021,Dohr,85,92
07135024,Ediger-Eller,19,43
07135025,Ellenz-Poltersdorf,30,10
07135027,Ernst,78,77
07135029,Faid,49,50
07135036,Greimersburg,68,61
07135049,Klotten,71,46
07135053,Lieg,57,34
07135056,Lütz,82,67
07135060,Mesenich,86,56
07135065,Moselkern,69,72
07135066,Müden (Mosel),93,61
07135069,Nehren,56,87
07135072,Pommern,83,73
07135079,Senheim,18,50
07135082,Treis-Karden,35,26
07135086,Valwig,98,88
07135090,Wirfus,48,36
07135009,Binningen,47,19
07135011,Brachtendorf,88,68
07135014,Brieden,68,38
07135016,Brohl,38,37
07135022,Dünfus,66,62
07135023,Düngenheim,78,42
07135026,Eppenberg,17,19
07135028,Eulgem,76,32
07135031,Forst (Eifel),42,80
07135033,Gamlen,88,93
07135038,Hambuch,82,72
07135040,Hauroth,60,58
07135042,Illerich,78,36
07135043,Kaifenheim,90,43
07135044,Kail,80,38
07135045,Kaisersesch,89,78
07135046,Kalenborn,57,65
07135051,Landkern,65,11
07135052,Laubach,23,77
07135058,Masburg,12,80
07135062,Möntenich,57,69
07135067,Müllenbach,35,76
07135075,Roes,13,88
07135084,Urmersbach,25,74
07135093,Zettingen,23,71
07135502,Leienkaul,78,55
07135002,Alflen,27,26
07135005,Auderath,51,69
07135008,Beuren,81,83
07135018,Büchel,37,56
07135030,Filz,46,94
07135034,Gevenich,96,42
07135035,Gillenbeuren,20,63
07135048,Kliding,16,21
07135057,Lutzerath,26,68
07135078,Schmitt,29,62
07135083,Ulmen,56,12
07135085,Urschmitt,79,91
07135087,Wagenhausen,32,58
07135089,Weiler,39,63
07135091,Wollmerath,35,19
07135501,Bad Bertrich,19,42
07135001,Alf,43,98
07135003,Altlay,60,51
07135004,Altstrimmig,73,91
07135010,Blankenrath,31,75
07135013,Briedel,86,52
07135019,Bullay,44,21
07135032,Forst (Hunsrück),81,81
07135037,Grenderich,52,44
07135039,Haserich,34,89
07135041,Hesweiler,76,100
07135054,Liesenich,30,82
07135061,Mittelstrimmig,41,99
07135064,Moritzheim,51,26
07135068,Neef,100,39
07135070,Panzweiler,92,40
07135071,Peterswald-Löffelscheid,48,66
07135073,Pünderich,56,47
07135074,Reidenhausen,45,68
07135076,Sankt Aldegund,36,40
07135077,Schauren,26,100
07135080,Sosberg,27,44
07135081,Tellig,17,14
07135088,Walhausen,81,14
07135092,Zell (Mosel),68,53
07137003,Andernach,35,26
07137068,Mayen,15,88
07137203,Bendorf,14,76
07137056,Kretz,49,42
07137057,Kruft,61,88
07137081,Nickenich,70,80
07137088,Plaidt,60,34
07137096,Saffig,22,22
07137023,Einig,94,53
07137027,Gappenach,88,61
07137029,Gering,26,23
07137030,Gierschnach,11,99
07137041,Kalt,32,98
07137048,Kerben,79,74
07137053,Kollig,25,58
07137065,Lonnig,58,46
07137070,Mertloch,35,43
07137080,Naunheim,75,23
07137086,Ochtendung,55,95
07137087,Pillig,51,19
07137089,Polch,41,46
07137095,Rüber,51,90
07137102,Trimbs,35,58
07137112,Welling,95,76
07137114,Wierschem,53,16
07137501,Münstermaifeld,74,52
07137001,Acht,36,26
07137004,Anschau,22,99
07137006,Arft,96,37
07137007,Baar,91,50
07137011,Bermel,26,73
07137014,Boos,95,39
07137019,Ditscheid,57,60
07137025,Ettringen,90,37
07137034,Hausten,95,31
07137035,Herresbach,88,31
07137036,Hirten,67,17
07137043,Kehrig,46,91
07137049,Kirchwald,35,43
07137055,Kottenheim,88,94
07137060,Langenfeld,72,27
07137061,Langscheid,51,95
07137063,Lind,54,41
07137066,Luxem,38,53
07137074,Monreal,38,24
07137077,Münk,91,13
07137079,Nachtsheim,37,80
07137092,Reudelsterz,37,94
07137097,Sankt Johann,95,40
07137099,Siebenbach,72,66
07137105,Virneburg,79,33
07137110,Weiler,74,20
07137113,Welschenbach,13,46
07137008,Bell,73,32
07137069,Mendig,27,23
07137093,Rieden,28,67
07137101,Thür,62,16
07137106,Volkesfeld,80,86
07137218,Niederwerth,42,70
07137224,Urbar,74,33
07137226,Vallendar,60,60
07137229,Weitersburg,22,92
07137202,Bassenheim,86,74
07137209,Kaltenengers,37,66
07137211,Kettig,75,52
07137216,Mülheim-Kärlich,89,88
07137222,Sankt Sebastian,25,20
07137225,Urmitz,20,10
07137228,Weißenthurm,79,48
07137201,Alken,23,35
07137204,Brey,29,93
07137205,Brodenbach,38,94
07137206,Burgen,51,65
07137207,Dieblich,17,10
07137208,Hatzenport,95,86
07137212,Kobern-Gondorf,82,65
07137214,Löf,87,89
07137215,Macken,14,82
07137217,Niederfell,72,89
07137219,Nörtershausen,96,20
07137220,Oberfell,37,84
07137221,Rhens,97,68
07137223,Spay,81,75
07137227,Waldesch,16,90
07137230,Winningen,38,48
07137231,Wolken,17,88
07137504,Lehmen,87,62
07138045,Neuwied,28,92
07138003,Asbach,68,42
07138044,Neustadt (Wied),43,72
07138077,Windhagen,65,26
07138080,Buchholz (Westerwald),18,42
07138004,Bad Hönningen,82,44
07138024,Hammerstein,35,19
07138038,Leutesdorf,94,26
07138063,Rheinbrohl,81,19
07138012,Dierdorf,70,28
07138023,Großmaischeid,54,47
07138031,Isenburg,90,61
07138034,Kleinmaischeid,71,78
07138069,Stebach,22,21
07138201,Marienhausen,37,70
07138009,Dattenberg,80,43
07138037,Leubsdorf,21,51
07138041,Linz am Rhein,59,51
07138055,Ockenfels,59,42
07138068,Sankt Katharinen (Landkreis Neuwied),70,36
07138075,Vettelschoß,92,58
07138501,Kasbach-Ohlenberg,95,81
07138011,Dernbach,23,88
07138013,Döttesfeld,60,71
07138014,Dürrholz,33,41
07138025,Hanroth,75,83
07138027,Harschbach,49,89
07138040,Linkenbach,37,76
07138048,Niederhofen,32,88
07138050,Niederwambach,71,80
07138052,Oberdreis,16,45
07138057,Puderbach,62,49
07138058,Ratzert,93,53
07138059,Raubach,45,82
07138064,Rodenbach bei Puderbach,16,46
07138070,Steimel,77,10
07138074,Urbach,15,21
07138078,Woldert,94,89
07138008,Bruchhausen,75,70
07138019,Erpel,22,38
07138062,Rheinbreitbach,37,80
07138073,Unkel,17,46
07138002,Anhausen,62,19
07138005,Bonefeld,59,43
07138006,Breitscheid,90,98
07138007,Hausen (Wied),62,86
07138010,Datzeroth,53,20
07138015,Ehlscheid,68,54
07138026,Hardert,45,49
07138030,Hümmerich,70,50
07138036,Kurtscheid,46,69
07138042,Meinborn,89,98
07138043,Melsbach,81,52
07138047,Niederbreitbach,34,42
07138053,Oberhonnefeld-Gierend,49,44
07138054,Oberraden,74,89
07138061,Rengsdorf,82,56
07138065,Roßbach,71,71
07138066,Rüscheid,75,83
07138071,Straßenhaus,29,47
07138072,Thalhausen,42,60
07138076,Waldbreitbach,22,72
07140501,Boppard,78,26
07140001,Alterkülz,61,18
07140009,Bell (Hunsrück),38,20
07140010,Beltheim,57,88
07140018,Braunshorn,70,39
07140021,Buch,44,42
07140042,Gödenroth,40,15
07140046,Hasselbach,70,15
07140055,Hollnich,83,97
07140064,Kastellaun,45,91
07140073,Korweiler,76,58
07140095,Michelbach,94,60
07140131,Roth,94,58
07140147,Spesenroth,16,52
07140153,Uhler,75,57
07140202,Dommershausen,59,26
07140204,Mastershausen,80,33
07140502,Lahr,39,81
07140503,Mörsdorf,93,37
07140504,Zilshausen,37,53
07140006,Bärenbach,67,66
07140007,Belg,59,14
07140024,Büchenbeuren,43,54
07140028,Dickenschied,78,56
07140029,Dill,55,82
07140030,Dillendorf,14,82
07140040,Gehlweiler,28,87
07140041,Gemünden,58,92
07140044,Hahn,56,40
07140048,Hecken,35,98
07140049,Heinzenbach,68,85
07140050,Henau,82,38
07140053,Hirschfeld (Hunsrück),52,78
07140062,Kappel,64,73
07140067,Kirchberg (Hunsrück),49,87
07140071,Kludenbach,65,14
07140081,Laufersweiler,86,61
07140082,Lautzenhausen,64,21
07140086,Lindenschied,86,70
07140090,Maitzborn,66,16
07140094,Metzenhausen,100,62
07140105,Nieder Kostenz,39,32
07140107,Niedersohren,96,70
07140109,Niederweiler,91,16
07140111,Ober Kostenz,54,32
07140120,Raversbeuren,11,58
07140122,Reckershausen,63,27
07140128,Rödelhausen,11,28
07140129,Rödern,68,37
07140130,Rohrbach,19,76
07140135,Schlierschied,95,36
07140141,Schwarzen,26,16
07140145,Sohren,51,17
07140146,Sohrschied,59,79
07140151,Todenroth,49,16
07140154,Unzenberg,42,94
07140159,Wahlenau,79,65
07140163,Womrath,94,96
07140164,Woppenroth,62,65
07140165,Würrich,95,17
07140002,Altweidelbach,70,64
07140003,Argenthal,63,94
07140008,Belgweiler,67,36
07140011,Benzweiler,71,21
07140012,Bergenhausen,76,54
07140015,Biebern,92,13
07140020,Bubach,70,51
07140023,Budenbach,25,55
07140027,Dichtelbach,20,77
07140035,Ellern (Hunsrück),47,32
07140037,Erbach,59,84
07140039,Fronhofen,71,45
07140056,Holzbach,30,16
07140058,Horn,79,18
07140065,Keidelheim,45,33
07140068,Kisselbach,11,72
07140070,Klosterkumbd,67,65
07140076,Külz (Hunsrück),95,34
07140077,Kümbdchen,45,33
07140079,Laubach,63,16
07140085,Liebshausen,82,55
07140092,Mengerschied,83,65
07140096,Mörschbach,87,24
07140099,Mutterschied,37,40
07140100,Nannhausen,25,27
07140101,Neuerkirch,69,23
07140106,Niederkumbd,59,80
07140113,Ohlweiler,48,55
07140115,Oppertshausen,12,47
07140118,Pleizenhausen,41,38
07140119,Ravengiersburg,23,80
07140121,Rayerschied,28,54
07140123,Reich,62,90
07140125,Rheinböllen,44,63
07140126,Riegenroth,47,32
07140127,Riesweiler,12,44
07140134,Sargenroth,85,12
07140138,Schnorbach,28,57
07140139,Schönborn,85,15
07140144,Simmern/Hunsrück,85,25
07140148,Steinbach,37,22
07140150,Tiefenbach,47,50
07140158,Wahlbach,62,77
07140166,Wüschheim,79,80
07140005,Badenhard,32,74
07140014,Bickenbach,66,62
07140016,Birkheim,91,75
07140025,Damscheid,19,54
07140031,Dörth,49,70
07140036,Emmelshausen,71,33
07140043,Gondershausen,26,58
07140045,Halsenbach,63,53
07140047,Hausbay,22,74
07140060,Hungenroth,60,64
07140063,Karbach,49,91
07140075,Kratzenburg,59,62
07140080,Laudert,17,49
07140084,Leiningen,56,27
07140087,Lingerhahn,47,14
07140089,Maisborn,10,77
07140093,Mermuth,37,86
07140098,Mühlpfad,83,73
07140102,Ney,38,46
07140104,Niederburg,36,39
07140108,Niedert,26,62
07140110,Norath,36,21
07140112,Oberwesel,72,92
07140116,Perscheid,10,81
07140117,Pfalzfeld,53,51
07140133,Sankt Goar,59,86
07140140,Schwall,82,49
07140149,Thörlingen,47,24
07140155,Urbar,94,100
07140156,Utzenhain,46,22
07140161,Wiebelsheim,93,92
07140201,Beulich,62,61
07140205,Morshausen,23,25
07141075,Lahnstein,96,49
07141002,Altendiez,90,81
07141005,Aull,93,12
07141014,Birlenbach,44,21
07141021,Charlottenberg,90,80
07141022,Cramberg,60,45
07141029,Diez,61,76
07141030,Dörnberg,64,43
07141038,Eppenrod,67,41
07141045,Geilnau,91,46
07141049,Gückingen,82,42
07141052,Hambach,95,38
07141053,Heistenbach,36,51
07141057,Hirschberg,50,80
07141059,Holzappel,25,43
07141061,Holzheim,76,61
07141062,Horhausen,85,92
07141064,Isselbach,68,43
07141076,Langenscheid,22,28
07141077,Laurenburg,99,42
07141124,Scheidt,40,17
07141130,Steinsberg,97,39
07141133,Wasenbach,79,91
07141503,Balduinstein,80,50
07141009,Berg,38,12
07141012,Bettendorf,64,68
07141015,Bogel,87,90
07141019,Buch,61,43
07141035,Ehr,31,31
07141037,Endlichhofen,50,26
07141040,Eschbach,26,44
07141047,Gemmerich,47,63
07141055,Himmighofen,32,52
07141060,Holzhausen an der Haide,43,66
07141063,Hunzel,21,42
07141067,Kasdorf,34,92
07141070,Kehlbach,84,44
07141078,Lautert,61,24
07141080,Lipporn,58,33
07141084,Marienfels,55,20
07141085,Miehlen,60,98
07141092,Nastätten,93,22
07141094,Niederbachheim,61,97
07141097,Niederwallmenach,67,64
07141100,Oberbachheim,68,43
07141104,Obertiefenbach,26,40
07141105,Oberwallmenach,41,58
07141107,Oelsberg,48,13
07141110,Hainau,36,83
07141116,Rettershain,63,52
07141120,Ruppertshofen,14,98
07141131,Strüth,60,69
07141134,Weidenbach,19,83
07141137,Welterod,91,75
07141140,Winterwerb,92,46
07141502,Diethardt,42,85
07141004,Auel,98,26
07141016,Bornich,63,52
07141023,Dachsenhausen,69,12
07141024,Dahlheim,72,100
07141031,Dörscheid,23,99
07141042,Filsen,16,18
07141066,Kamp-Bornhofen,74,63
07141069,Kaub,11,65
07141072,Kestert,18,18
07141079,Lierschied,55,68
07141083,Lykershausen,18,15
07141099,Nochern,44,17
07141108,Osterspai,36,21
07141109,Patersberg,76,95
07141112,Prath,80,84
07141114,Reichenberg,69,43
07141115,Reitzenhain,64,90
07141121,Sankt Goarshausen,28,23
07141122,Sauerthal,14,90
07141136,Weisel,53,12
07141138,Weyer,21,54
07141501,Braubach,41,16
07141003,Attenhausen,53,94
07141006,Bad Ems,43,78
07141008,Becheln,75,83
07141025,Dausenau,24,69
07141026,Dessighofen,96,65
07141027,Dienethal,34,71
07141033,Dornholzhausen,22,28
07141041,Fachbach,15,84
07141044,Frücht,34,80
07141046,Geisig,59,99
07141058,Hömberg,90,54
07141071,Kemmenau,31,55
07141082,Lollschied,82,23
07141086,Miellen,89,44
07141087,Misselberg,82,33
07141091,Nassau,67,23
07141098,Nievern,49,94
07141103,Obernhof,14,94
07141106,Oberwies,84,89
07141111,Pohl,55,80
07141127,Schweighausen,96,17
07141128,Seelbach,64,64
07141129,Singhofen,39,12
07141132,Sulzbach,88,34
07141135,Weinähr,86,54
07141139,Winden,28,78
07141141,Zimmerschied,94,49
07141201,Arzbach,24,47
07141001,Allendorf,29,30
07141010,Berghausen,26,77
07141011,Berndroth,21,68
07141013,Biebrich,49,70
07141018,Bremberg,22,66
07141020,Burgschwalbach,28,45
07141032,Dörsdorf,57,66
07141034,Ebertshausen,50,64
07141036,Eisighofen,54,34
07141039,Ergeshausen,33,95
07141043,Flacht,96,56
07141050,Gutenacker,70,69
07141051,Hahnstätten,19,37
07141054,Herold,32,14
07141065,Kaltenholzhausen,13,40
07141068,Katzenelnbogen,72,88
07141073,Klingelbach,84,35
07141074,Kördorf,56,29
07141081,Lohrheim,32,79
07141088,Mittelfischbach,52,13
07141089,Mudershausen,11,24
07141093,Netzbach,39,67
07141095,Niederneisen,39,46
07141096,Niedertiefenbach,43,19
07141101,Oberfischbach,50,67
07141102,Oberneisen,96,19
07141113,Reckenroth,73,14
07141117,Rettert,97,13
07141118,Roth,61,43
07141125,Schiesheim,12,42
07141126,Schönborn,72,21
07143206,Bad Marienberg (Westerwald),80,30
07143211,Bölsberg,95,47
07143216,Dreisbach,51,75
07143222,Fehl-Ritzhausen,95,43
07143227,Großseifen,76,81
07143231,Hahn bei Marienberg,14,61
07143234,Hardt,70,69
07143243,Hof,44,50
07143248,Kirburg,39,22
07143253,Langenbach bei Kirburg,71,98
07143255,Lautzenbrücken,84,76
07143264,Mörlen,42,98
07143270,Neunkhausen,99,22
07143277,Nisterau,77,11
07143279,Nistertal,49,13
07143280,Norken,25,89
07143297,Stockhausen-Illfurth,32,88
07143300,Unnau,32,86
07143202,Alpenrod,47,16
07143204,Astert,53,24
07143205,Atzelgift,48,61
07143212,Borod,15,48
07143215,Dreifelden,21,90
07143223,Gehlert,23,39
07143225,Giesenhausen,56,38
07143229,Hachenburg,39,76
07143235,Hattert,88,92
07143236,Heimborn,66,35
07143240,Heuzert,58,70
07143241,Höchstenbach,74,81
07143250,Kroppach,34,52
07143252,Kundert,16,54
07143257,Limbach,30,97
07143258,Linden,54,71
07143259,Lochum,16,52
07143260,Luckenbach,99,63
